ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_023646045.1_KEW_Ltra1,1145322,Letrouitia transgressa,LIQ93LETR,Ascomycota,,Lecanoromycetes,,Teloschistales,Letrouitiaceae,Letrouitia,Letrouitia transgressa
GCA_027627405.1_Leucocoprinus_birnbaumii_VT141_reassembly_enz,56174,Leucocoprinus birnbaumii,VT141,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Leucocoprinus,Leucocoprinus birnbaumii
GCA_052360485.1_ASM5236048v1,79220,Leucocoprinus gongylophorus,Ac2012-1,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Leucocoprinus,Leucocoprinus gongylophorus
GCA_013368445.1_LU_LEL_1.0,201217,Leucocoprinus leucothites,CBS 146.42,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Leucocoprinus,Leucocoprinus leucothites
GCA_964255645.1_public_SRR14722144_metabat2_bin.3,2483983,Leucodermia appalachiensis,,Ascomycota,,Lecanoromycetes,,Caliciales,Physciaceae,Leucodermia,Leucodermia appalachiensis
GCA_964257595.1_public_SRR14722047_metabat2_bin.3,2884725,Leucodermia leucomelos,,Ascomycota,,Lecanoromycetes,,Caliciales,Physciaceae,Leucodermia,Leucodermia leucomelos
GCA_021014945.1_Leumo1,85980,Leucogyrophana mollusca,KUC20120723A-06,Basidiomycota,,Agaricomycetes,,Boletales,,Leucogyrophana,Leucogyrophana mollusca
GCA_001600635.1_JCM_10699_assembly_v001,106004,Leucosporidium creatinivorum,JCM 10699,Basidiomycota,,Microbotryomycetes,,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium creatinivorum
GCA_003054985.1_ASM305498v1,5278,Leucosporidium scottii,PYCC 4405,Basidiomycota,,Microbotryomycetes,,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium scottii
GCA_019775505.1_ASM1977550v1,231218,Leucosporidium yakuticum,VS III D KN 2,Basidiomycota,,Microbotryomycetes,,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium yakuticum
GCA_021030975.1_ASM2103097v1,1263500,Lichenothelia convexa,LMCC0061,Ascomycota,,Dothideomycetes,,Lichenotheliales,Lichenotheliaceae,Lichenothelia,Lichenothelia convexa
GCA_965642285.1_glLicConf4.1,174425,Lichina confinis,,Ascomycota,,Lichinomycetes,,Lichinales,Lichinaceae,Lichina,Lichina confinis
GCA_963422465.1_glLicPygm2.1,157483,Lichina pygmaea,,Ascomycota,,Lichinomycetes,,Lichinales,Lichinaceae,Lichina,Lichina pygmaea
GCA_000697475.1_LicCorB2541-1.0,1357691,Lichtheimia corymbifera B2541,B2541,Mucoromycota,,Mucoromycetes,,Mucorales,Lichtheimiaceae,Lichtheimia,Lichtheimia corymbifera
GCA_025094155.1_Lichy1,1314789,Lichtheimia hyalospora FSU 10163,FSU 10163,Mucoromycota,,Mucoromycetes,,Mucorales,Lichtheimiaceae,Lichtheimia,Lichtheimia hyalospora
GCF_029851405.1_ASM2985140v1,688661,Lichtheimia ornata,CBS 291.66,Mucoromycota,,Mucoromycetes,,Mucorales,Lichtheimiaceae,Lichtheimia,Lichtheimia ornata
GCA_008728235.1_ASM872823v1,688394,Lichtheimia ramosa,KPH11,Mucoromycota,,Mucoromycetes,,Mucorales,Lichtheimiaceae,Lichtheimia,Lichtheimia ramosa
GCA_022814235.1_ASM2281423v1,2918522,Lignoscripta atroalba,T1887,Ascomycota,,Lecanoromycetes,,Trapeliales,Trapeliaceae,Lignoscripta,Lignoscripta atroalba
GCA_000743315.1_LigRhi1.0,1379160,Lignosus rhinocerotis TM02,TM02,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Lignosus,Lignosus rhinocerus
GCA_048564935.1_ASM4856493v1,1167601,Lignosus tigris,CSTAN,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Lignosus,Lignosus tigris
GCA_002233555.1_ASM223355v1,228944,Limonomyces culmigenus,CBS 661.85,Basidiomycota,,Agaricomycetes,,Corticiales,Corticiaceae,Limonomyces,Limonomyces culmigenus
GCF_038497785.1_Lipsmi1,1125753,Limtongia smithiae,NRRL Y-17922,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Limtongia,Limtongia smithiae
GCA_030572215.1_ASM3057221v1,44322,Limtongozyma cylindracea,NRRL Y-17506,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Limtongozyma,Limtongozyma cylindracea
GCA_027575855.1_UCR_LimaNRRL5244_1.0,4868,Linderina macrospora,NRRL 5244,Zoopagomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Linderina,Linderina macrospora
GCF_002104995.1_Linpe1,61395,Linderina pennispora,ATCC 12442,Zoopagomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Linderina,Linderina pennispora
GCF_010093535.1_Linin1,673940,Lindgomyces ingoldianus,ATCC 200398,Ascomycota,,Dothideomycetes,,Pleosporales,Lindgomycetaceae,Lindgomyces,Lindgomyces ingoldianus
GCA_010093515.1_Linrh1,578093,Lineolata rhizophorae,ATCC 16933,Ascomycota,,Dothideomycetes,,Lineolatales,Lineolataceae,Lineolata,Lineolata rhizophorae
GCA_023091675.1_ASM2309167v1,743927,Linnemannia amoeboidea,CBS 889.72,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia amoeboidea
GCA_036320915.1_MoeNVP64_1,310910,Linnemannia elongata,NVP64,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia elongata
GCA_016097895.1_UCR_MexiNRRL28262_1.0,604196,Linnemannia exigua,NRRL 28262,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia exigua
GCA_977013585.1_ggMorFluv1.1,1910964,Linnemannia fluviae,,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia fluviae
GCA_033807515.1_Morgam1,64522,Linnemannia gamsii,AM1032,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia gamsii
GCA_019671135.1_ASM1967113v1,64524,Linnemannia hyalina,SCG-10,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia hyalina
GCA_029449235.1_ASM2944923v1,64567,Linnemannia schmuckeri,CGMCC 20261,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia schmuckeri
GCA_015847235.1_UCR_MzychaeNRRL2592_1.0,979765,Linnemannia zychae,NRRL 2592,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia zychae
GCA_030580435.1_ASM3058043v1,1337061,Lipomyces anomalus,NRRL Y-7931,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces anomalus
GCF_038497795.1_Liparx1,56418,Lipomyces arxii,Phaff 12-163,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces arxii
GCF_038497645.1_Lipchi1,1546026,Lipomyces chichibuensis,CBS 12929,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces chichibuensis
GCF_038497915.1_Lipodoor1,383834,Lipomyces doorenjongii,NRRL Y-27504,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces doorenjongii
GCF_038497905.1_Lipjap1,56871,Lipomyces japonicus,CBS 7319,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces japonicus
GCA_030568215.1_ASM3056821v1,383835,Lipomyces kockii,NRRL Y-27505,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces kockii
GCA_038497665.1_Lipkon1,34357,Lipomyces kononenkoae,NRRL Y-11553,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces kononenkoae
GCA_003705915.2_ASM370591v2,36043,Lipomyces lipofer,NRRL Y-11555,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces lipofer
GCA_038497805.1_Lipmes1,56874,Lipomyces mesembrius,CBS 7600,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces mesembrius
GCF_038497815.1_Lipoli1,45792,Lipomyces oligophaga,CBS 7107,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces oligophaga
GCA_030568275.1_ASM3056827v1,1233043,Lipomyces orientalis,NRRL Y-27927,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces orientalis
GCA_030568255.1_ASM3056825v1,56873,Lipomyces spencermartinsiae,NRRL Y-7042,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces spencermartinsiae
GCA_018804115.1_ASM1880411v1,29829,Lipomyces starkeyi,AS 2.1560,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces starkeyi
GCF_029532465.1_Liptet1,54092,Lipomyces tetrasporus,NRRL Y-64009,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces tetrasporus
GCA_030556285.1_ASM3055628v1,383837,Lipomyces yamadae,NRRL Y-27507,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces yamadae
GCA_030572775.1_ASM3057277v1,1930691,Lipomyces yamanashiensis,CBS 14748,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces yamanashiensis
GCA_030407185.1_ASM3040718v1,1125752,Lipomyces yarrowii,CBS 7557,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces yarrowii
GCA_046718275.1_ASM4671827v1,2815426,Lithohypha catenulata,CGMCC 3.14885,Ascomycota,,Eurotiomycetes,,Chaetothyriales,Trichomeriaceae,Lithohypha,Lithohypha catenulata
GCF_036872675.1_ASM3687267v1,1690604,Lithohypha guttulata,CCFEE 5908,Ascomycota,,Eurotiomycetes,,Chaetothyriales,Trichomeriaceae,Lithohypha,Lithohypha guttulata
GCA_009982855.1_Lizem1,1496277,Lizonia empirigonia,CBS 542.76,Ascomycota,,Dothideomycetes,,,Pseudoperisporiaceae,Lizonia,Lizonia empirigonia
GCA_022814215.1_ASM2281421v1,669869,Lobaria immixta,Werth ST12-03b,Ascomycota,,Lecanoromycetes,,Peltigerales,Lobariaceae,Lobaria,Lobaria immixta
GCA_964257085.1_public_ERR4179390_metabat2_bin.28,86794,Lobaria pulmonaria,,Ascomycota,,Lecanoromycetes,,Peltigerales,Lobariaceae,Lobaria,Lobaria pulmonaria
GCF_002105155.1_Lobtra1,64571,Lobosporangium transversale,NRRL 3116,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Lobosporangium,Lobosporangium transversale
GCA_027604685.1_ASM2760468v1,109889,Lobulomyces angularis,JEL0522,Chytridiomycota,,Chytridiomycetes,,Lobulomycetales,Lobulomycetaceae,Lobulomyces,Lobulomyces angularis
GCF_963989305.1_lodBeiA1,1775926,Lodderomyces beijingensis,CBS 14171,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Lodderomyces,Lodderomyces beijingensis
GCF_030384665.1_ASM3038466v1,36914,Lodderomyces elongisporus,NRRL YB-4239,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Lodderomyces,Lodderomyces elongisporus
GCA_010094045.1_Veren1,147567,Lojkania enalia,CBS 304.66,Ascomycota,,Dothideomycetes,,Pleosporales,,Lojkania,Lojkania enalia
GCA_029532625.1_ASM2953262v1,41688,Lomentospora prolificans,90853,Ascomycota,,Sordariomycetes,,Microascales,Microascaceae,Lomentospora,Lomentospora prolificans
GCA_010405375.1_Lopma1,1314788,Lophiostoma macrostomum CBS 122681,CBS 122681,Ascomycota,,Dothideomycetes,,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum
GCA_010015825.1_Lopnu1,690887,Lophiotrema nucula,CBS 627.86,Ascomycota,,Dothideomycetes,,Pleosporales,Lophiotremataceae,Lophiotrema,Lophiotrema nucula
GCA_010093605.1_Lopmy1,390894,Lophium mytilinum,CBS 269.34,Ascomycota,,Dothideomycetes,,Mytilinidiales,Mytilinidiaceae,Lophium,Lophium mytilinum
GCA_964256565.1_private_X13_concoct_bin.5,404707,Loxospora cismonica,,Ascomycota,,Lecanoromycetes,,Sarrameanales,Sarrameanaceae,Loxospora,Loxospora cismonica
GCA_022814175.1_ASM2281417v1,400354,Loxospora ochrophaea,Spribille 41460,Ascomycota,,Lecanoromycetes,,Sarrameanales,Sarrameanaceae,Loxospora,Loxospora ochrophaea
GCA_015680635.1_UCR_MselenKOD1015_1.0,979761,Lunasporangiospora selenospora,KOD1015,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Lunasporangiospora,Lunasporangiospora selenospora
GCA_014905825.1_Lyoat1,117065,Lyophyllum atratum,CBS 144462,Basidiomycota,,Agaricomycetes,,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum atratum
GCA_025854295.1_ASM2585429v1,64660,Lyophyllum decastes,LRG-d1-1,Basidiomycota,,Agaricomycetes,,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum decastes
GCA_018851285.1_ASM1885128v1,71895,Lyophyllum semitale,D66,Basidiomycota,,Agaricomycetes,,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum semitale
GCA_026008595.1_LshimejAT787,47721,Lyophyllum shimeji,AT787,Basidiomycota,,Agaricomycetes,,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum shimeji
GCA_045529145.1_TL_ML_CBS100001,1053136,Macroconia leptosphaeriae,CBS 100001,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Macroconia,Macroconia leptosphaeriae
GCA_045529245.1_TL_MP_CBS125496,2821657,Macroconia phlogioides,CBS 125496,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Macroconia,Macroconia phlogioides
GCA_011319805.1_ASM1131980v1,1491104,Macrocybe gigantea,wHADPI064398-61,Basidiomycota,,Agaricomycetes,,Agaricales,Callistosporiaceae,Macrocybe,Macrocybe gigantea
GCA_001179725.1_Macrocystidia_cucumis-8,182055,Macrocystidia cucumis,,Basidiomycota,,Agaricomycetes,,Agaricales,Macrocystidiaceae,Macrocystidia,Macrocystidia cucumis
GCA_027475525.1_NeiJiang_Talb_v1.0_genomic,79931,Macrolepiota albuminosa,NeiJiang_2021,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Macrolepiota,Macrolepiota albuminosa
GCA_003315915.1_ASM331591v1,190371,Macrolepiota dolichaula,MG24,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Macrolepiota,Macrolepiota dolichaula
GCA_015584085.1_Macfu1,1400762,Macrolepiota fuliginosa MF-IS2,MF-IS2,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Macrolepiota,Macrolepiota fuliginosa
GCA_045529165.1_TL_MA_CBS136795,3349426,Macronectria asiatica,CBS 136795,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Macronectria,Macronectria asiatica
GCA_045529265.1_TL_MJ_CBS124602,2717536,Macronectria jungneri,CBS 124602,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Macronectria,Macronectria jungneri
GCA_047667015.1_ASM4766701v1,2203076,Macrophomina euphorbiicola,ARM498,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina euphorbiicola
GCA_020875535.1_ASM2087553v1,35725,Macrophomina phaseolina,mp053,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina phaseolina
GCA_047666865.1_ASM4766686v1,1435034,Macrophomina pseudophaseolina,ARM210,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina pseudophaseolina
GCA_024180945.1_ASM2418094v1,2811287,Macrophomina tecta,BRIP 70781,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina tecta
GCF_010093625.1_Macan1,301207,Macroventuria anomochaeta,CBS 525.71,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Macroventuria,Macroventuria anomochaeta
GCF_045866475.1_ASM4586647v1,1157608,Madurella fahalii,IFM 68171,Ascomycota,,Sordariomycetes,,Sordariales,,Madurella,Madurella fahalii
GCA_022530565.1_Mmyc_Sud5_pacbio_assembly,100816,Madurella mycetomatis,Mmyc_Sud5,Ascomycota,,Sordariomycetes,,Sordariales,,Madurella,Madurella mycetomatis
GCA_003049425.1_ASM304942v1,36781,Magnaporthiopsis incrustans,M35,Ascomycota,,Sordariomycetes,,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis incrustans
GCA_000193285.1_Mag_poae_ATCC_64411_V1,644358,Magnaporthiopsis poae ATCC 64411,ATCC 64411,Ascomycota,,Sordariomycetes,,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis poae
GCA_003049465.1_ASM304946v1,165777,Magnaporthiopsis rhizophila,M23,Ascomycota,,Sordariomycetes,,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis rhizophila
GCA_900497725.1_magCapA,1294685,Magnusiomyces capitatus NRRL Y-17686,,Ascomycota,,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces capitatus
GCA_051013725.1_UNIVR_Mcla_1.0,2496157,Magnusiomyces clavatus,7417019402,Ascomycota,,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces clavatus
GCA_900654225.1_sapFunA,1734004,Magnusiomyces fungicola,,Ascomycota,,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces fungicola
GCA_900497715.1_magIngA,1294639,Magnusiomyces ingens NRRL Y-17630,,Ascomycota,,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces ingens
GCA_030570155.1_ASM3057015v1,43963,Magnusiomyces magnusii,NRRL Y-17563,Ascomycota,,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces magnusii
GCF_902498895.1_sapIngB,2606893,Magnusiomyces paraingens,CBS 517.90,Ascomycota,,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces paraingens
GCA_030578655.1_ASM3057865v1,48394,Magnusiomyces starmeri,NRRL Y-17816,Ascomycota,,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces starmeri
GCA_900642975.1_sapSuaA,44074,Magnusiomyces suaveolens,,Ascomycota,,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces suaveolens
GCA_030578715.1_ASM3057871v1,1232584,Magnusiomyces tetraspermus,NRRL Y-7288,Ascomycota,,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces tetraspermus
GCA_029542905.1_ASM2954290v1,1514897,Malassezia arunalokei,CBS 13387,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia arunalokei
GCA_029542985.1_ASM2954298v1,1821822,Malassezia brasiliensis,CBS 14135,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia brasiliensis
GCA_029542885.1_ASM2954288v1,1381934,Malassezia caprae,CBS 10434,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia caprae
GCA_029542805.1_ASM2954280v1,948313,Malassezia cuniculi,CBS 11721,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia cuniculi
GCA_001600775.1_JCM_11348_assembly_v001,169489,Malassezia dermatis,JCM 11348,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia dermatis
GCA_029542865.1_ASM2954286v1,1381935,Malassezia equina,CBS 12830,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia equina
GCA_009938135.1_ASM993813v1,55194,Malassezia furfur,CBS14141,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia furfur
GCF_000181695.2_ASM18169v2,425265,Malassezia globosa CBS 7966,CBS 7966,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa
GCF_029542785.1_ASM2954278v1,223818,Malassezia japonica,CBS 9431,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia japonica
GCA_029542845.1_ASM2954284v1,180528,Malassezia nana,CBS 9557,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia nana
GCA_029542945.1_ASM2954294v1,76774,Malassezia obtusa,CBS 7876,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia obtusa
GCF_001278385.1_MalaPachy,77020,Malassezia pachydermatis,CBS 1879,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia pachydermatis
GCA_029542765.1_ASM2954276v1,1821823,Malassezia psittaci,CBS 14136,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia psittaci
GCF_003290485.1_ASM329048v1,76775,Malassezia restricta,KCTC 27527,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta
GCA_010577765.1_ASM1057776v1,76776,Malassezia slooffiae,CBS 7956,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia slooffiae
GCF_000349305.1_ASM34930v2,1230383,Malassezia sympodialis ATCC 42132,ATCC 42132,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis
GCF_029542925.1_ASM2954292v1,2020962,Malassezia vespertilionis,CBS 15041,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia vespertilionis
GCA_029542965.1_ASM2954296v1,253288,Malassezia yamatoensis,CBS 9725,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia yamatoensis
GCA_041956615.1_Malci1,5041,Malbranchea cinnamomea,CBS 343.55,Ascomycota,,Eurotiomycetes,,Onygenales,Malbrancheaceae,Malbranchea,Malbranchea cinnamomea
GCA_039700045.1_ASM3970004v1,33186,Malbranchea zuffiana,CBS 219.58,Ascomycota,,Eurotiomycetes,,Onygenales,Malbrancheaceae,Malbranchea,Malbranchea zuffiana
GCA_043258105.1_ASM4325810v1,239109,Mallocybe terrigena,MR00339,Basidiomycota,,Agaricomycetes,,Agaricales,Inocybaceae,Mallocybe,Mallocybe terrigena
GCA_040437605.1_USDA_MceGH76_1.0,585013,Marasmius crinis-equi,GH-76,Basidiomycota,,Agaricomycetes,,Agaricales,Marasmiaceae,Marasmius,Marasmius crinis-equi
GCA_014904975.1_Marfi1,1328756,Marasmius fiardii PR-910,PR-910,Basidiomycota,,Agaricomycetes,,Agaricales,Marasmiaceae,Marasmius,Marasmius fiardii
GCF_018924745.1_UU_Maror_2,181124,Marasmius oreades,03SP1,Basidiomycota,,Agaricomycetes,,Agaricales,Marasmiaceae,Marasmius,Marasmius oreades
GCA_029532415.1_USDA_Mten_1.0,585030,Marasmius tenuissimus,GH-37,Basidiomycota,,Agaricomycetes,,Agaricales,Marasmiaceae,Marasmius,Marasmius tenuissimus
GCA_040802305.1_ASM4080230v1,3120040,Marcelleina donadinii,RM2391-2016,Ascomycota,,Pezizomycetes,,Pezizales,Pezizaceae,Marcelleina,Marcelleina donadinii
GCA_007644065.1_ASM764406v1,359797,Margaritispora aquatica,NNIBRFG339,Ascomycota,,Leotiomycetes,,Helotiales,Discinellaceae,Margaritispora,Margaritispora aquatica
GCA_930272665.1_Mariannaea_elegans_NBRC102301_genome,509241,Mariannaea elegans,NBRC102301,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Mariannaea,Mariannaea elegans
GCA_048569445.1_ASM4856944v1,64636,Marquandomyces marquandii,BS48,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Marquandomyces,Marquandomyces marquandii
GCA_046580505.1_ASM4658050v1,3114035,Marssonina zanthoxyli,PL-2024a,Ascomycota,,Leotiomycetes,,Helotiales,Dermateaceae,Marssonina,Marssonina zanthoxyli
GCA_025201845.1_Marpt1,61414,Martensiomyces pterosporus,CBS 209.56,Zoopagomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Martensiomyces,Martensiomyces pterosporus
GCA_030564585.1_ASM3056458v1,324742,Martiniozyma abietophila,NRRL Y-11514,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Martiniozyma,Martiniozyma abietophila
GCA_037044635.1_ASM3704463v1,148097,Martiniozyma asiatica (nom. inval.),MA-8,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Martiniozyma,Martiniozyma asiatica (nom. inval.)
